id,TARGET_NAME,TARGET_CLASS,SWISSPROT,ACTION_TYPE
O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,Kinase,IKKB_HUMAN,
P43403,Tyrosine-protein kinase ZAP-70,Kinase,ZAP70_HUMAN,
Q8TD19,Serine/threonine-protein kinase Nek9,Kinase,NEK9_HUMAN,
Q62190,Macrophage-stimulating protein receptor,Kinase,RON_MOUSE,
Q02858,Angiopoietin-1 receptor,Kinase,TIE2_MOUSE,
O14936,Peripheral plasma membrane protein CASK,Kinase,CSKP_HUMAN,
P06748|Q9UM73,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor),Kinase,NPM_HUMAN|ALK_HUMAN,
O15357,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",Enzyme,SHIP2_HUMAN,
Q8NB16,Mixed lineage kinase domain-like protein,Kinase,MLKL_HUMAN,
P23458,Tyrosine-protein kinase JAK1,Kinase,JAK1_HUMAN,INHIBITOR
O60674,Tyrosine-protein kinase JAK2,Kinase,JAK2_HUMAN,INHIBITOR
Q9H4B4,Serine/threonine-protein kinase PLK3,Kinase,PLK3_HUMAN,
P51956,Serine/threonine-protein kinase Nek3,Kinase,NEK3_HUMAN,
Q62120,Tyrosine-protein kinase JAK2,Kinase,JAK2_MOUSE,
O60674|P23458,JAK2/JAK1,Kinase,JAK2_HUMAN|JAK1_HUMAN,
P23458|P52333,JAK3/JAK1,Kinase,JAK1_HUMAN|JAK3_HUMAN,
P23458|P29597,JAK1/TYK2,Kinase,JAK1_HUMAN|TYK2_HUMAN,
O60674|P23458|P29597,JAK1/JAK2/TYK2,Kinase,JAK2_HUMAN|JAK1_HUMAN|TYK2_HUMAN,
O60674|P29597,JAK2/TYK2,Kinase,JAK2_HUMAN|TYK2_HUMAN,
Q9UNQ0,ATP-binding cassette sub-family G member 2,Transporter,ABCG2_HUMAN,INHIBITOR
P02766,Transthyretin,Secreted,TTHY_HUMAN,BINDING AGENT
Q99707,Methionine synthase,Enzyme,METH_HUMAN,
Q9UBK8,Methionine synthase reductase,Enzyme,MTRR_HUMAN,
Q9BXJ7,Protein amnionless,Unclassified,AMNLS_HUMAN,
Q96EY8,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial",Enzyme,MMAB_HUMAN,
Q8IVH4,"Methylmalonic aciduria type A protein, mitochondrial",Enzyme,MMAA_HUMAN,
P20062,Transcobalamin-2,Secreted,TCO2_HUMAN,
P20061,Transcobalamin-1,Secreted,TCO1_HUMAN,
P49840|P49841,Glycogen synthase kinase-3,Kinase,GSK3A_HUMAN|GSK3B_HUMAN,INHIBITOR
P29218,Inositol-1(or 4)-monophosphatase 1,Enzyme,IMPA1_HUMAN,INHIBITOR
P35348,Alpha-1A adrenergic receptor,GPCR,ADA1A_HUMAN,INVERSE AGONIST
P25100,Alpha-1D adrenergic receptor,GPCR,ADA1D_HUMAN,INVERSE AGONIST
P35368,Alpha-1B adrenergic receptor,GPCR,ADA1B_HUMAN,INVERSE AGONIST
O15552,Free fatty acid receptor 2,GPCR,FFAR2_HUMAN,AGONIST
O14843,Free fatty acid receptor 3,GPCR,FFAR3_HUMAN,
P08913|P18089|P18825,Adrenergic receptor alpha-2,GPCR,ADA2A_HUMAN|ADA2B_HUMAN|ADA2C_HUMAN,AGONIST
P31388,5-hydroxytryptamine receptor 6,GPCR,5HT6R_RAT,
P05129,Protein kinase C gamma type,Kinase,KPCG_HUMAN,ACTIVATOR
Q05655,Protein kinase C delta type,Kinase,KPCD_HUMAN,ACTIVATOR
Q62226,Sonic hedgehog protein,Enzyme,SHH_MOUSE,
Q15465,Sonic hedgehog protein,Enzyme,SHH_HUMAN,
Q99835,Smoothened homolog,GPCR,SMO_HUMAN,INHIBITOR
P56726,Smoothened homolog,GPCR,SMO_MOUSE,
P13569,Cystic fibrosis transmembrane conductance regulator,Ion channel,CFTR_HUMAN,POSITIVE MODULATOR
P19235,Erythropoietin receptor,Membrane receptor,EPOR_HUMAN,AGONIST
P51787,Potassium voltage-gated channel subfamily KQT member 1,Ion channel,KCNQ1_HUMAN,ACTIVATOR
Q8R455,Transient receptor potential cation channel subfamily M member 8,Ion channel,TRPM8_RAT,
Q4QYD9,Heat sensitive channel TRPV3,Unclassified,Q4QYD9_RAT,
P00720,Endolysin,Enzyme,ENLYS_BPT4,
E0V9R7|E0VAD1|E0VBK5|E0VCA5|E0VCW8|E0VCW9|E0VDM3|E0VDR0|E0VED4|E0VGV6|E0VHL8|E0VHZ1|E0VJJ0|E0VM29|E0VMV6|E0VMV7|E0VMW9|E0VQ45|E0VQ46|E0VQ47|E0VRD2|E0VSD4|E0VSD5|E0VUR0|E0VUR1|E0VV39|E0VV52|E0VV70|E0VV72|E0VXT9|E0VZW4|E0W115|E0W2B1|E0W389|E0W4F7,Cytochrome P450,Enzyme,E0V9R7_PEDHC|E0VAD1_PEDHC|E0VBK5_PEDHC|E0VCA5_PEDHC|E0VCW8_PEDHC|E0VCW9_PEDHC|E0VDM3_PEDHC|E0VDR0_PEDHC|E0VED4_PEDHC|E0VGV6_PEDHC|E0VHL8_PEDHC|E0VHZ1_PEDHC|E0VJJ0_PEDHC|E0VM29_PEDHC|E0VMV6_PEDHC|E0VMV7_PEDHC|E0VMW9_PEDHC|E0VQ45_PEDHC|E0VQ46_PEDHC|E0VQ47_PEDHC|E0VRD2_PEDHC|E0VSD4_PEDHC|E0VSD5_PEDHC|E0VUR0_PEDHC|E0VUR1_PEDHC|E0VV39_PEDHC|E0VV52_PEDHC|E0VV70_PEDHC|E0VV72_PEDHC|E0VXT9_PEDHC|E0VZW4_PEDHC|E0W115_PEDHC|E0W2B1_PEDHC|E0W389_PEDHC|E0W4F7_PEDHC,INHIBITOR
Q6RI86,Transient receptor potential cation channel subfamily A member 1,Ion channel,TRPA1_RAT,ACTIVATOR
P08684|P20815|P24462|Q9HB55,Cytochrome P450 3A,Enzyme,CP3A4_HUMAN|CP3A5_HUMAN|CP3A7_HUMAN|CP343_HUMAN,INHIBITOR
P31639,Sodium/glucose cotransporter 2,Transporter,SC5A2_HUMAN,INHIBITOR
P13866,Sodium/glucose cotransporter 1,Transporter,SC5A1_HUMAN,
P53792,Sodium/glucose cotransporter 2,Transporter,SC5A2_RAT,
Q8WWX8,Sodium/myo-inositol cotransporter 2,Transporter,SC5AB_HUMAN,
Q9NY91,Low affinity sodium-glucose cotransporter,Transporter,SC5A4_HUMAN,
P08104,Sodium channel protein type 3 subunit alpha,Ion channel,SCN3A_RAT,
Q16555,Dihydropyrimidinase-related protein 2,Enzyme,DPYL2_HUMAN,
Q13258,Prostaglandin D2 receptor,GPCR,PD2R_HUMAN,ANTAGONIST
O43194,G-protein coupled receptor 39,GPCR,GPR39_HUMAN,
A6QR73,G protein-coupled receptor 39-1b,GPCR,A6QR73_RAT,
Q9NPD8,Ubiquitin-conjugating enzyme E2 T,Unclassified,UBE2T_HUMAN,
P49761,Dual specificity protein kinase CLK3,Kinase,CLK3_HUMAN,
Q13177,Serine/threonine-protein kinase PAK 2,Kinase,PAK2_HUMAN,
Q9BQI3,Eukaryotic translation initiation factor 2-alpha kinase 1,Kinase,E2AK1_HUMAN,
Q9NZV8,Potassium voltage-gated channel subfamily D member 2,Ion channel,KCND2_HUMAN,
P62937,Peptidyl-prolyl cis-trans isomerase A,Enzyme,PPIA_HUMAN,INHIBITOR
Q9UGI6,Small conductance calcium-activated potassium channel protein 3,Ion channel,KCNN3_HUMAN,
P29973,cGMP-gated cation channel alpha-1,Ion channel,CNGA1_HUMAN,BLOCKER
Q16280,Cyclic nucleotide-gated olfactory channel,Ion channel,CNGA2_HUMAN,BLOCKER
P29274|P29275,Adenosine A2 receptor,GPCR,AA2AR_HUMAN|AA2BR_HUMAN,ANTAGONIST
P40238,Thrombopoietin receptor,Membrane receptor,TPOR_HUMAN,AGONIST
Q7DHH4,MecA,Enzyme,Q7DHH4_STAAU,
P61073,C-X-C chemokine receptor type 4,GPCR,CXCR4_HUMAN,PARTIAL AGONIST
P48061,Stromal cell-derived factor 1,Cytokine,SDF1_HUMAN,
P51679,C-C chemokine receptor type 4,GPCR,CCR4_HUMAN,ANTAGONIST
O08565,C-X-C chemokine receptor type 4,GPCR,CXCR4_RAT,
P25106,Atypical chemokine receptor 3,GPCR,ACKR3_HUMAN,AGONIST
P35439|Q00959|Q00960|Q00961|Q62645|Q8VHN2|Q9R1M7,Glutamate NMDA receptor,Ion channel,NMDZ1_RAT|NMDE1_RAT|NMDE2_RAT|NMDE3_RAT|NMDE4_RAT|NMD3B_RAT|NMD3A_RAT,ANTAGONIST
P28062,Proteasome subunit beta type-8,Enzyme,PSB8_HUMAN,
P20618,Proteasome subunit beta type-1,Enzyme,PSB1_HUMAN,
P49721,Proteasome subunit beta type-2,Enzyme,PSB2_HUMAN,
Q03431,Parathyroid hormone/parathyroid hormone-related peptide receptor,GPCR,PTH1R_HUMAN,AGONIST
P49190,Parathyroid hormone 2 receptor,GPCR,PTH2R_HUMAN,AGONIST
P70555,Parathyroid hormone 2 receptor,GPCR,PTH2R_RAT,AGONIST
P25961,Parathyroid hormone/parathyroid hormone-related peptide receptor,GPCR,PTH1R_RAT,AGONIST
Q01718,Adrenocorticotropic hormone receptor,GPCR,ACTHR_HUMAN,AGONIST
Q92953,Potassium voltage-gated channel subfamily B member 2,Ion channel,KCNB2_HUMAN,BLOCKER
Q6RY99,Gamma-hydroxybutyrate receptor,Unclassified,Q6RY99_RAT,
Q9NR82,Potassium voltage-gated channel subfamily KQT member 5,Ion channel,KCNQ5_HUMAN,BLOCKER
O88944,Potassium voltage-gated channel subfamily KQT member 3,Ion channel,KCNQ3_RAT,INHIBITOR
P97414,Potassium voltage-gated channel subfamily KQT member 1,Ion channel,KCNQ1_MOUSE,INHIBITOR
P27471,Killer cell lectin-like receptor subfamily B member 1A,Unclassified,KLRBA_RAT,
P23897,Heat-stable enterotoxin receptor,Enzyme,GUC2C_RAT,AGONIST
P25092,Heat-stable enterotoxin receptor,Enzyme,GUC2C_HUMAN,AGONIST
E0VB18|E0VB20|E0VDF4|E0VDF5|E0VDF7|E0VP62,Nicotinic acetylcholine receptor,Ion channel,E0VB18_PEDHC|E0VB20_PEDHC|E0VDF4_PEDHC|E0VDF5_PEDHC|E0VDF7_PEDHC|E0VP62_PEDHC,AGONIST
Q63931,Cholecystokinin receptor type A,GPCR,CCKAR_CAVPO,
O08786|P56481,Cholecystokinin receptor,GPCR,CCKAR_MOUSE|GASR_MOUSE,
O54915,Nuclear receptor subfamily 1 group I member 2,Nuclear hormone receptor,NR1I2_MOUSE,ANTAGONIST
P16278,Beta-galactosidase,Enzyme,BGAL_HUMAN,
O06446,Protein translocase subunit SecA 1,Unclassified,SECA1_STAA8,
Q2FUW6,Protein translocase subunit SecA 2,Unclassified,SECA2_STAA8,
Q9NQS5,G-protein coupled receptor 84,GPCR,GPR84_HUMAN,AGONIST
P35917,Vascular endothelial growth factor receptor 3,Kinase,VGFR3_MOUSE,
O43613,Orexin receptor type 1,GPCR,OX1R_HUMAN,
P56524,Histone deacetylase 4,Enzyme,HDAC4_HUMAN,INHIBITOR
Q96DB2,Histone deacetylase 11,Enzyme,HDA11_HUMAN,INHIBITOR
O35678,Monoglyceride lipase,Enzyme,MGLL_MOUSE,
O08914,Fatty-acid amide hydrolase 1,Enzyme,FAAH1_MOUSE,
Q7T664,Genome polyprotein,Unclassified,Q7T664_HRV1A,
P32241,Vasoactive intestinal polypeptide receptor 1,GPCR,VIPR1_HUMAN,AGONIST
P52333,Tyrosine-protein kinase JAK3,Kinase,JAK3_HUMAN,INHIBITOR
P29597,Non-receptor tyrosine-protein kinase TYK2,Kinase,TYK2_HUMAN,INHIBITOR
Q62137,Tyrosine-protein kinase JAK3,Kinase,JAK3_MOUSE,
P23458|P29597,JAK1/TYK2,Kinase,JAK1_HUMAN|TYK2_HUMAN,INHIBITOR
O60674|P23458|P29597,JAK1/JAK2/TYK2,Kinase,JAK2_HUMAN|JAK1_HUMAN|TYK2_HUMAN,INHIBITOR
O60674|P29597,JAK2/TYK2,Kinase,JAK2_HUMAN|TYK2_HUMAN,INHIBITOR
Q63272,Tyrosine-protein kinase JAK3,Kinase,JAK3_RAT,
O60674|P23458,JAK2/JAK1,Kinase,JAK2_HUMAN|JAK1_HUMAN,INHIBITOR
P23458|P52333,JAK3/JAK1,Kinase,JAK1_HUMAN|JAK3_HUMAN,INHIBITOR
Q04912,Macrophage-stimulating protein receptor,Kinase,RON_HUMAN,INHIBITOR
P11274,Breakpoint cluster region protein,Kinase,BCR_HUMAN,INHIBITOR
P41240,Tyrosine-protein kinase CSK,Kinase,CSK_HUMAN,INHIBITOR
Q9BWU1,Cyclin-dependent kinase 19,Kinase,CDK19_HUMAN,INHIBITOR
P49336,Cyclin-dependent kinase 8,Kinase,CDK8_HUMAN,INHIBITOR
Q13546,Receptor-interacting serine/threonine-protein kinase 1,Kinase,RIPK1_HUMAN,INHIBITOR
Q9Y572,Receptor-interacting serine/threonine-protein kinase 3,Kinase,RIPK3_HUMAN,INHIBITOR
O95838,Glucagon-like peptide 2 receptor,GPCR,GLP2R_HUMAN,AGONIST
Q9Z0W0,Glucagon-like peptide 2 receptor,GPCR,GLP2R_RAT,
P55157,Microsomal triglyceride transfer protein large subunit,Cytosolic other,MTP_HUMAN,INHIBITOR
Q96SW2,Protein cereblon,Cytosolic other,CRBN_HUMAN,
O97554,Prostaglandin G/H synthase 1,Enzyme,PGH1_RABIT,
O02768,Prostaglandin G/H synthase 2,Enzyme,PGH2_RABIT,
P48050,Inward rectifier potassium channel 4,Ion channel,KCNJ4_HUMAN,ACTIVATOR
P14867|P18507|P47870,GABA-A receptor alpha-1/beta-2/gamma-2,Ion channel,GBRA1_HUMAN|GBRG2_HUMAN|GBRB2_HUMAN,NEGATIVE MODULATOR
P18507|P47869|P47870,GABA A receptor alpha-2/beta-2/gamma-2,Ion channel,GBRG2_HUMAN|GBRA2_HUMAN|GBRB2_HUMAN,NEGATIVE MODULATOR
P14867|P18505|P18507,GABA A receptor alpha-1/beta-1/gamma-2,Ion channel,GBRA1_HUMAN|GBRB1_HUMAN|GBRG2_HUMAN,NEGATIVE MODULATOR
P9WPS1|P9WPU5|P9WPU7|P9WPU9|P9WPV1|P9WPV3|P9WPV5|P9WPV7,ATP synthase,Enzyme,ATPL_MYCTU|ATPB_MYCTU|ATPA_MYCTU|ATPG_MYCTU|ATPE_MYCTU|ATPFD_MYCTU|ATPF_MYCTU|ATP6_MYCTU,INHIBITOR
Q5TIX5,ATP synthase subunit c,Enzyme,Q5TIX5_MYCSM,
P00845,ATP synthase subunit c,Enzyme,ATPL_BACP3,
P13569,Cystic fibrosis transmembrane conductance regulator,Ion channel,CFTR_HUMAN,INHIBITOR
Q5XXA6,Anoctamin-1,Ion channel,ANO1_HUMAN,INHIBITOR
Q14145,Kelch-like ECH-associated protein 1,Cytosolic other,KEAP1_HUMAN,INHIBITOR
B2GV46,Free fatty acid receptor 3,GPCR,FFAR3_RAT,
Q02750,Dual specificity mitogen-activated protein kinase kinase 1,Kinase,MP2K1_HUMAN,INHIBITOR
P36507,Dual specificity mitogen-activated protein kinase kinase 2,Kinase,MP2K2_HUMAN,INHIBITOR
P21802,Fibroblast growth factor receptor 2,Kinase,FGFR2_HUMAN,AGONIST
P28565,5-hydroxytryptamine receptor 1D,GPCR,5HT1D_RAT,ANTAGONIST
Q9NP56,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B",Enzyme,PDE7B_HUMAN,
Q02153,Guanylate cyclase soluble subunit beta-1,Enzyme,GCYB1_HUMAN,POSITIVE ALLOSTERIC MODULATOR
Q9BRX8,Redox-regulatory protein FAM213A,Unclassified,F213A_HUMAN,
P42680,Tyrosine-protein kinase Tec,Kinase,TEC_HUMAN,INHIBITOR
P42681,Tyrosine-protein kinase TXK,Kinase,TXK_HUMAN,INHIBITOR
Q06187,Tyrosine-protein kinase BTK,Kinase,BTK_HUMAN,INHIBITOR
P27958,Genome polyprotein,Polyprotein,POLG_HCVH,INHIBITOR
Q6GYR8,Polyprotein,Polyprotein,Q6GYR8_9HEPC,INHIBITOR
Q9IGQ6,Neuraminidase,Enzyme,NRAM_I18A0,INHIBITOR
P48357,Leptin receptor,Membrane receptor,LEPR_HUMAN,AGONIST
Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",Enzyme,PDE4C_HUMAN,INHIBITOR
Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Enzyme,PDE4D_HUMAN,INHIBITOR
Q2M3M2,Sodium/glucose cotransporter 4,Transporter,SC5A9_HUMAN,
A0PJK1,Sodium/glucose cotransporter 5,Transporter,SC5AA_HUMAN,
P32245,Melanocortin receptor 4,GPCR,MC4R_HUMAN,AGONIST
P33032,Melanocortin receptor 5,GPCR,MC5R_HUMAN,AGONIST
P41968,Melanocortin receptor 3,GPCR,MC3R_HUMAN,AGONIST
P33033,Melanocortin receptor 3,GPCR,MC3R_MOUSE,
P41149,Melanocortin receptor 5,GPCR,MC5R_MOUSE,
P56450,Melanocortin receptor 4,GPCR,MC4R_MOUSE,
Q01727,Melanocyte-stimulating hormone receptor,GPCR,MSHR_MOUSE,
Q01726,Melanocyte-stimulating hormone receptor,GPCR,MSHR_HUMAN,AGONIST
P03952,Plasma kallikrein,Enzyme,KLKB1_HUMAN,INHIBITOR
P10912,Growth hormone receptor,GPCR,GHR_HUMAN,AGONIST
Q3TBT3,Stimulator of interferon genes protein,Unclassified,STING_MOUSE,
Q60748,Corticotropin-releasing factor receptor 2,GPCR,CRFR2_MOUSE,AGONIST
P47866,Corticotropin-releasing factor receptor 2,GPCR,CRFR2_RAT,AGONIST
Q13324,Corticotropin-releasing factor receptor 2,GPCR,CRFR2_HUMAN,AGONIST
P34998,Corticotropin-releasing factor receptor 1,GPCR,CRFR1_HUMAN,AGONIST
P41212,Transcription factor ETV6,Transcription factor,ETV6_HUMAN,
P25116,Proteinase-activated receptor 1,GPCR,PAR1_HUMAN,ANTAGONIST
F2SHH3,Lanosterol 14-alpha demethylase,Enzyme,F2SHH3_TRIRC,INHIBITOR
Q5L478,Nonstructural protein 5A,Unclassified,Q5L478_9HEPC,
P26663,Genome polyprotein,Polyprotein,POLG_HCVBK,INHIBITOR
P26637,"Leucine--tRNA ligase, cytoplasmic",Enzyme,SYLC_YEAST,
F2SF18,Leucine-tRNA ligase,Enzyme,F2SF18_TRIRC,INHIBITOR
Q8NEB9,Phosphatidylinositol 3-kinase catalytic subunit type 3,Kinase,PK3C3_HUMAN,
P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Kinase,PK3CB_HUMAN,
O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Kinase,PK3CD_HUMAN,INHIBITOR
P58308,Orexin receptor type 2,GPCR,OX2R_MOUSE,
P58307,Orexin receptor type 1,GPCR,OX1R_MOUSE,
O43613,Orexin receptor type 1,GPCR,OX1R_HUMAN,ANTAGONIST
O43614,Orexin receptor type 2,GPCR,OX2R_HUMAN,ANTAGONIST
P53792,Sodium/glucose cotransporter 2,Transporter,SC5A2_RAT,INHIBITOR
Q8C3K6,Sodium/glucose cotransporter 1,Transporter,SC5A1_MOUSE,INHIBITOR
P53790,Sodium/glucose cotransporter 1,Transporter,SC5A1_RAT,INHIBITOR
Q923I7,Sodium/glucose cotransporter 2,Transporter,SC5A2_MOUSE,INHIBITOR
P07650,Thymidine phosphorylase,Enzyme,TYPH_ECOLI,
P19971,Thymidine phosphorylase,Enzyme,TYPH_HUMAN,INHIBITOR
P21802,Fibroblast growth factor receptor 2,Kinase,FGFR2_HUMAN,INHIBITOR
P49840,Glycogen synthase kinase-3 alpha,Kinase,GSK3A_HUMAN,
P22455,Fibroblast growth factor receptor 4,Kinase,FGFR4_HUMAN,INHIBITOR
Q13976,cGMP-dependent protein kinase 1,Kinase,KGP1_HUMAN,
P01375,Tumor necrosis factor,Cytokine,TNFA_HUMAN,ANTIBODY BINDING
P15692,Vascular endothelial growth factor A,Secreted,VEGFA_HUMAN,ANTAGONIST
Q9UKK3,Poly [ADP-ribose] polymerase 4,Enzyme,PARP4_HUMAN,
Q53GL7,Poly [ADP-ribose] polymerase 10,Enzyme,PAR10_HUMAN,
Q9H0J9,Poly [ADP-ribose] polymerase 12,Enzyme,PAR12_HUMAN,
Q460N3,Poly [ADP-ribose] polymerase 15,Enzyme,PAR15_HUMAN,
Q2NL67,Poly [ADP-ribose] polymerase 6,Unclassified,PARP6_HUMAN,
Q8N5Y8,Mono [ADP-ribose] polymerase PARP16,Unclassified,PAR16_HUMAN,
O95271,Tankyrase-1,Enzyme,TNKS1_HUMAN,
Q9UGN5,Poly [ADP-ribose] polymerase 2,Enzyme,PARP2_HUMAN,INHIBITOR
Q9Y6F1,Poly [ADP-ribose] polymerase 3,Enzyme,PARP3_HUMAN,INHIBITOR
P31358,CAMPATH-1 antigen,Surface antigen,CD52_HUMAN,ANTIBODY BINDING
Q9WMX2,Genome polyprotein [Cleaved into: Core protein p21,Unclassified,POLG_HCVCO,
Q8JXU8,NS5B protein,Enzyme,Q8JXU8_9HEPC,
Q8JXU8,NS5B protein,Unclassified,Q8JXU8_9HEPC,
P15391,B-lymphocyte antigen CD19,Surface antigen,CD19_HUMAN,ANTIBODY BINDING
P07766|P09693|P04234,T-cell surface glycoprotein CD3,Surface antigen,CD3E_HUMAN|CD3G_HUMAN|CD3D_HUMAN,ANTIBODY BINDING
P15692,Vascular endothelial growth factor A,Secreted,VEGFA_HUMAN,INHIBITOR
P49763,Placenta growth factor,Secreted,PLGF_HUMAN,INHIBITOR
P49765,Vascular endothelial growth factor B,Secreted,VEGFB_HUMAN,INHIBITOR
P35968,Vascular endothelial growth factor receptor 2,Kinase,VGFR2_HUMAN,ANTIBODY BINDING
Q15116,Programmed cell death protein 1,Membrane receptor,PDCD1_HUMAN,ANTIBODY BINDING
P09619|P16234,Platelet-derived growth factor receptor,Kinase,PGFRB_HUMAN|PGFRA_HUMAN,AGONIST
P32301,Glucagon-like peptide 1 receptor,GPCR,GLP1R_RAT,AGONIST
P23945,Follicle-stimulating hormone receptor,GPCR,FSHR_HUMAN,AGONIST
P22888,Lutropin-choriogonadotropic hormone receptor,GPCR,LSHR_HUMAN,AGONIST
P16473,Thyrotropin receptor,GPCR,TSHR_HUMAN,AGONIST
Q64326,Adrenocorticotropic hormone receptor,GPCR,ACTHR_MOUSE,AGONIST
P08887|P40189,Interleukin-6 receptor,Membrane receptor,IL6RA_HUMAN|IL6RB_HUMAN,ANTIBODY BINDING
Q16552,Interleukin-17A,Cytokine,IL17_HUMAN,ANTIBODY BINDING
P03420,Fusion glycoprotein F0,Surface antigen,FUS_HRSVA,ANTIBODY BINDING
P17612,cAMP-dependent protein kinase catalytic subunit alpha,Kinase,KAPCA_HUMAN,INHIBITOR
K7XJL6,Genome polyprotein,Unclassified,K7XJL6_9HEPC,
Q99IB8,Genome polyprotein,Polyprotein,POLG_HCVJF,INHIBITOR
P01589,Interleukin-2 receptor subunit alpha,Membrane receptor,IL2RA_HUMAN,ANTIBODY BINDING
P50750,Cyclin-dependent kinase 9,Kinase,CDK9_HUMAN,
P20248|P24941,CDK2/Cyclin A,Kinase,CCNA2_HUMAN|CDK2_HUMAN,
P24385|Q00534,CDK6/cyclin D1,Kinase,CCND1_HUMAN|CDK6_HUMAN,
Q15418,Ribosomal protein S6 kinase alpha-1,Kinase,KS6A1_HUMAN,INHIBITOR
Q13627,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Kinase,DYR1A_HUMAN,INHIBITOR
Q00534,Cyclin-dependent kinase 6,Kinase,CDK6_HUMAN,INHIBITOR
P11802,Cyclin-dependent kinase 4,Kinase,CDK4_HUMAN,INHIBITOR
P32239,Gastrin/cholecystokinin type B receptor,GPCR,GASR_HUMAN,AGONIST
P0AD65,Penicillin-binding protein 2,Enzyme,PBP2_ECOLI,
P05364,Beta-lactamase,Enzyme,AMPC_ENTCL,INHIBITOR
P24735,Beta-lactamase,Enzyme,AMPC_PSEAE,INHIBITOR
Q9EXV5,Beta-lactamase,Enzyme,Q9EXV5_ECOLX,INHIBITOR
Q9Y275,Tumor necrosis factor ligand superfamily member 13B,Cytokine,TN13B_HUMAN,ANTIBODY BINDING
P05106|P08514,Integrin alpha-IIb/beta-3,Adhesion,ITB3_HUMAN|ITA2B_HUMAN,ANTIBODY BINDING
P11836,B-lymphocyte antigen CD20,Surface antigen,CD20_HUMAN,ANTIBODY BINDING
P01584,Interleukin-1 beta,Cytokine,IL1B_HUMAN,ANTIBODY BINDING
P01589|P14784|P31785,Interleukin-2 receptor,Membrane receptor,IL2RA_HUMAN|IL2RB_HUMAN|IL2RG_HUMAN,ANTIBODY BINDING
P00533,Epidermal growth factor receptor,Kinase,EGFR_HUMAN,ANTIBODY BINDING
P00533,Epidermal growth factor receptor,Kinase,EGFR_HUMAN,AGONIST
P15692,Vascular endothelial growth factor A,Secreted,VEGFA_HUMAN,ANTIBODY BINDING
P04626,Receptor tyrosine-protein kinase erbB-2,Kinase,ERBB2_HUMAN,ANTIBODY BINDING
P16410,Cytotoxic T-lymphocyte protein 4,Surface antigen,CTLA4_HUMAN,ANTIBODY BINDING
P20701,Leukocyte adhesion glycoprotein LFA-1 alpha,Adhesion,ITAL_HUMAN,ANTIBODY BINDING
P13423,Protective antigen,Secreted,PAG_BACAN,ANTIBODY BINDING
P28908,Tumor necrosis factor receptor superfamily member 8,Membrane receptor,TNR8_HUMAN,BINDING AGENT
O14788,Tumor necrosis factor ligand superfamily member 11,Cytokine,TNF11_HUMAN,ANTIBODY BINDING
P29459|P29460,Interleukin-12,Cytokine,IL12A_HUMAN|IL12B_HUMAN,ANTIBODY BINDING
P29460|Q9NPF7,Interleukin-23,Cytokine,IL12B_HUMAN|IL23A_HUMAN,ANTIBODY BINDING
P01031,Complement C5,Secreted,CO5_HUMAN,ANTIBODY BINDING
P13612|P05556,Integrin alpha-4/beta-1,Adhesion,ITA4_HUMAN|ITB1_HUMAN,ANTIBODY BINDING
P13612|P26010,Integrin alpha-4/beta-7,Adhesion,ITA4_HUMAN|ITB7_HUMAN,ANTIBODY BINDING
P01854,Ig epsilon chain C region,Antibody,IGHE_HUMAN,ANTIBODY BINDING
P43490,Nicotinamide phosphoribosyltransferase,Cytokine,NAMPT_HUMAN,
P05231,Interleukin-6,Cytokine,IL6_HUMAN,ANTIBODY BINDING
P01375,Tumor necrosis factor,Cytokine,TNFA_HUMAN,INHIBITOR
P20138,Myeloid cell surface antigen CD33,Surface antigen,CD33_HUMAN,ANTIBODY BINDING
Q99062,Granulocyte colony-stimulating factor receptor,Membrane receptor,CSF3R_HUMAN,ACTIVATOR
P07445,Steroid Delta-isomerase,Unclassified,SDIS_PSEPU,
Q8NBP7,Proprotein convertase subtilisin/kexin type 9,Enzyme,PCSK9_HUMAN,INHIBITOR
P41144,Kappa-type opioid receptor,GPCR,OPRK_CAVPO,AGONIST
P15127,Insulin receptor,Kinase,INSR_RAT,
Q99835,Smoothened homolog,GPCR,SMO_HUMAN,ANTAGONIST
P08069,Insulin-like growth factor 1 receptor,Kinase,IGF1R_HUMAN,AGONIST
P13569,Cystic fibrosis transmembrane conductance regulator,Ion channel,CFTR_HUMAN,PHARMACOLOGICAL CHAPERONE
P01589|P14784|P31785,Interleukin-2 receptor,Membrane receptor,IL2RA_HUMAN|IL2RB_HUMAN|IL2RG_HUMAN,AGONIST
P10912,Growth hormone receptor,GPCR,GHR_HUMAN,ANTAGONIST
P14778|Q9NPH3,"Interleukin-1 receptor, type I",Membrane receptor,IL1R1_HUMAN|IL1AP_HUMAN,ANTAGONIST
